image_id,species,camera_id,datetime,bbox_x,bbox_y,bbox_w,bbox_h
GUYRA-SYN-003648,anteater,CAM-003,2024-07-01,1109,689,253,378
GUYRA-SYN-003649,jaguar,CAM-036,2024-07-16,528,795,225,120
GUYRA-SYN-003650,jaguar,CAM-002,2024-10-27,1722,1054,241,450
GUYRA-SYN-003651,puma,CAM-016,2024-07-04,1823,198,470,225
GUYRA-SYN-003652,brocket_deer,CAM-006,2024-02-17,1807,174,262,147
GUYRA-SYN-003653,capybara,CAM-039,2024-09-21,756,530,268,356
GUYRA-SYN-003654,puma,CAM-049,2024-10-26,632,307,109,196
GUYRA-SYN-003655,capybara,CAM-017,2024-11-01,140,743,204,265
GUYRA-SYN-003656,puma,CAM-018,2024-07-14,61,914,264,292
GUYRA-SYN-003657,anteater,CAM-039,2024-10-09,580,559,307,321
GUYRA-SYN-003658,brocket_deer,CAM-010,2024-12-02,195,119,381,170
GUYRA-SYN-003659,tapir,CAM-042,2024-12-01,1659,285,461,494
GUYRA-SYN-003660,anteater,CAM-006,2024-12-17,311,282,434,213
GUYRA-SYN-003661,anteater,CAM-029,2024-10-25,591,2,176,300
GUYRA-SYN-003662,puma,CAM-003,2024-09-12,1025,143,354,234
GUYRA-SYN-003663,capybara,CAM-021,2024-03-15,465,734,426,198
GUYRA-SYN-003664,brocket_deer,CAM-020,2024-03-08,705,930,108,104
GUYRA-SYN-003665,tapir,CAM-006,2024-03-20,193,285,382,459
GUYRA-SYN-003666,tapir,CAM-007,2024-09-04,1406,857,135,421
GUYRA-SYN-003667,puma,CAM-041,2024-06-12,1156,36,246,440
GUYRA-SYN-003668,brocket_deer,CAM-008,2024-01-02,951,354,212,128
GUYRA-SYN-003669,tapir,CAM-028,2024-07-01,110,174,165,387
GUYRA-SYN-003670,puma,CAM-034,2024-03-15,177,60,145,470
GUYRA-SYN-003671,capybara,CAM-012,2024-04-05,1162,874,135,279
GUYRA-SYN-003672,jaguar,CAM-009,2024-01-21,1852,541,372,466
GUYRA-SYN-003673,tapir,CAM-001,2024-08-24,879,891,484,266
GUYRA-SYN-003674,puma,CAM-050,2024-12-25,529,639,295,471
GUYRA-SYN-003675,jaguar,CAM-020,2024-11-06,1830,295,325,314
GUYRA-SYN-003676,puma,CAM-041,2024-05-13,1690,51,154,418
GUYRA-SYN-003677,jaguar,CAM-022,2024-04-01,749,1022,468,480
GUYRA-SYN-003678,capybara,CAM-014,2024-12-10,1007,304,232,220
GUYRA-SYN-003679,tapir,CAM-036,2024-07-03,1005,839,373,186
GUYRA-SYN-003680,puma,CAM-021,2024-02-24,1391,258,334,442
GUYRA-SYN-003681,puma,CAM-026,2024-08-01,1043,802,314,460
GUYRA-SYN-003682,brocket_deer,CAM-023,2024-12-26,819,312,166,241
GUYRA-SYN-003683,jaguar,CAM-040,2024-08-14,1745,905,361,238
GUYRA-SYN-003684,anteater,CAM-019,2024-08-15,1699,164,439,181
GUYRA-SYN-003685,anteater,CAM-004,2024-11-07,740,30,118,311
GUYRA-SYN-003686,jaguar,CAM-033,2024-05-17,1158,989,254,174
GUYRA-SYN-003687,puma,CAM-016,2024-06-28,556,429,257,127
GUYRA-SYN-003688,tapir,CAM-047,2024-07-24,1543,774,380,178
GUYRA-SYN-003689,jaguar,CAM-010,2024-02-11,1619,886,229,409
GUYRA-SYN-003690,capybara,CAM-049,2024-06-06,730,525,394,188
GUYRA-SYN-003691,jaguar,CAM-026,2024-11-23,566,579,429,145
GUYRA-SYN-003692,jaguar,CAM-007,2024-11-23,1254,1009,496,200
GUYRA-SYN-003693,anteater,CAM-036,2024-02-17,300,949,227,101
GUYRA-SYN-003694,capybara,CAM-028,2024-04-10,461,690,446,400
GUYRA-SYN-003695,tapir,CAM-033,2024-09-26,366,132,370,364
GUYRA-SYN-003696,tapir,CAM-038,2024-07-18,47,829,307,232
GUYRA-SYN-003697,jaguar,CAM-023,2024-02-27,206,89,193,146
GUYRA-SYN-003698,puma,CAM-024,2024-05-07,1344,571,142,471
GUYRA-SYN-003699,puma,CAM-016,2024-01-04,1450,822,126,259
GUYRA-SYN-003700,anteater,CAM-048,2024-09-14,8,490,354,172
GUYRA-SYN-003701,jaguar,CAM-046,2024-12-21,1786,1034,297,127
GUYRA-SYN-003702,jaguar,CAM-013,2024-03-02,1431,412,153,404
GUYRA-SYN-003703,brocket_deer,CAM-036,2024-10-20,1237,101,141,145
GUYRA-SYN-003704,tapir,CAM-003,2024-01-07,609,972,159,223
GUYRA-SYN-003705,jaguar,CAM-049,2024-12-16,1530,202,401,338
GUYRA-SYN-003706,capybara,CAM-036,2024-07-02,1598,214,422,487
GUYRA-SYN-003707,brocket_deer,CAM-010,2024-06-22,1464,104,469,359
GUYRA-SYN-003708,tapir,CAM-007,2024-10-21,583,955,368,268
GUYRA-SYN-003709,tapir,CAM-001,2024-11-04,157,421,324,274
GUYRA-SYN-003710,puma,CAM-022,2024-09-06,1446,244,111,341
GUYRA-SYN-003711,puma,CAM-036,2024-09-22,1776,908,367,481
GUYRA-SYN-003712,jaguar,CAM-031,2024-03-25,958,115,466,216
GUYRA-SYN-003713,brocket_deer,CAM-008,2024-07-04,873,56,382,453
GUYRA-SYN-003714,anteater,CAM-008,2024-10-16,1709,316,166,203
GUYRA-SYN-003715,capybara,CAM-039,2024-10-21,786,514,346,351
GUYRA-SYN-003716,jaguar,CAM-035,2024-04-16,693,464,120,329
GUYRA-SYN-003717,brocket_deer,CAM-036,2024-02-01,372,587,380,107
GUYRA-SYN-003718,capybara,CAM-047,2024-12-18,750,720,338,356
GUYRA-SYN-003719,jaguar,CAM-001,2024-03-21,526,600,199,493
GUYRA-SYN-003720,puma,CAM-014,2024-07-06,332,248,300,399
GUYRA-SYN-003721,jaguar,CAM-025,2024-10-22,1563,783,382,280
GUYRA-SYN-003722,brocket_deer,CAM-017,2024-07-22,966,40,299,326
GUYRA-SYN-003723,capybara,CAM-044,2024-06-03,894,242,225,395
GUYRA-SYN-003724,tapir,CAM-045,2024-12-05,183,659,128,476
GUYRA-SYN-003725,jaguar,CAM-027,2024-05-27,297,795,137,102
GUYRA-SYN-003726,brocket_deer,CAM-001,2024-04-07,745,95,432,367
GUYRA-SYN-003727,tapir,CAM-011,2024-05-28,433,230,417,375
GUYRA-SYN-003728,puma,CAM-037,2024-03-10,1109,599,357,133
GUYRA-SYN-003729,puma,CAM-002,2024-01-10,1869,219,478,317
GUYRA-SYN-003730,anteater,CAM-005,2024-01-11,1757,468,123,175
GUYRA-SYN-003731,jaguar,CAM-024,2024-02-13,975,746,490,465
GUYRA-SYN-003732,anteater,CAM-025,2024-12-10,827,501,218,441
GUYRA-SYN-003733,anteater,CAM-022,2024-04-10,1126,185,147,101
GUYRA-SYN-003734,tapir,CAM-002,2024-02-25,565,1021,315,232
GUYRA-SYN-003735,puma,CAM-032,2024-09-27,1655,869,162,263
GUYRA-SYN-003736,brocket_deer,CAM-016,2024-09-11,657,227,170,379
GUYRA-SYN-003737,jaguar,CAM-029,2024-08-11,1653,201,168,219
GUYRA-SYN-003738,anteater,CAM-024,2024-10-16,1037,201,274,285
GUYRA-SYN-003739,tapir,CAM-010,2024-07-28,1309,93,490,443
GUYRA-SYN-003740,anteater,CAM-030,2024-03-08,1503,785,109,178
GUYRA-SYN-003741,tapir,CAM-019,2024-07-25,1511,757,495,243
GUYRA-SYN-003742,brocket_deer,CAM-050,2024-08-15,289,75,283,133
GUYRA-SYN-003743,brocket_deer,CAM-007,2024-01-15,416,125,356,337
GUYRA-SYN-003744,jaguar,CAM-024,2024-07-26,539,984,372,428
GUYRA-SYN-003745,puma,CAM-031,2024-11-24,125,443,150,349
GUYRA-SYN-003746,tapir,CAM-020,2024-04-17,32,380,326,251
GUYRA-SYN-003747,jaguar,CAM-020,2024-09-28,664,940,443,192
GUYRA-SYN-003748,brocket_deer,CAM-004,2024-03-19,353,680,232,494
GUYRA-SYN-003749,brocket_deer,CAM-044,2024-09-13,302,923,195,384
GUYRA-SYN-003750,anteater,CAM-020,2024-01-15,853,877,228,169
GUYRA-SYN-003751,jaguar,CAM-029,2024-11-13,1399,423,173,344
GUYRA-SYN-003752,jaguar,CAM-046,2024-04-11,426,821,343,313
GUYRA-SYN-003753,capybara,CAM-009,2024-06-20,256,446,370,320
GUYRA-SYN-003754,capybara,CAM-033,2024-08-20,106,832,443,455
GUYRA-SYN-003755,jaguar,CAM-017,2024-09-17,805,478,190,129
GUYRA-SYN-003756,capybara,CAM-022,2024-06-25,481,531,103,277
GUYRA-SYN-003757,jaguar,CAM-044,2024-09-27,1236,296,342,202
GUYRA-SYN-003758,anteater,CAM-027,2024-12-03,1853,670,405,330
GUYRA-SYN-003759,brocket_deer,CAM-017,2024-01-11,392,658,310,330
GUYRA-SYN-003760,jaguar,CAM-048,2024-08-17,1219,948,355,463
GUYRA-SYN-003761,tapir,CAM-023,2024-05-06,893,157,400,460
GUYRA-SYN-003762,jaguar,CAM-016,2024-09-09,301,370,344,207
GUYRA-SYN-003763,brocket_deer,CAM-048,2024-03-15,1492,422,192,130
GUYRA-SYN-003764,capybara,CAM-012,2024-03-21,301,987,152,154
GUYRA-SYN-003765,jaguar,CAM-030,2024-06-21,1816,1003,318,410
GUYRA-SYN-003766,jaguar,CAM-032,2024-02-14,336,117,499,250
GUYRA-SYN-003767,puma,CAM-040,2024-09-12,233,591,237,382
GUYRA-SYN-003768,brocket_deer,CAM-037,2024-09-08,66,767,189,153
GUYRA-SYN-003769,brocket_deer,CAM-038,2024-01-07,1197,366,195,115
GUYRA-SYN-003770,puma,CAM-048,2024-07-19,1627,28,148,236
GUYRA-SYN-003771,puma,CAM-044,2024-07-09,1014,158,131,316
GUYRA-SYN-003772,anteater,CAM-002,2024-02-15,951,39,210,141
GUYRA-SYN-003773,brocket_deer,CAM-013,2024-08-25,80,701,450,105
GUYRA-SYN-003774,jaguar,CAM-019,2024-10-07,427,378,311,334
GUYRA-SYN-003775,puma,CAM-017,2024-05-13,1182,458,157,325
GUYRA-SYN-003776,puma,CAM-037,2024-05-26,908,887,223,384
GUYRA-SYN-003777,jaguar,CAM-035,2024-04-19,66,814,487,266
GUYRA-SYN-003778,tapir,CAM-004,2024-03-12,1261,665,155,457
GUYRA-SYN-003779,anteater,CAM-015,2024-12-20,460,260,336,458
GUYRA-SYN-003780,puma,CAM-049,2024-08-06,1107,178,181,393
GUYRA-SYN-003781,jaguar,CAM-025,2024-04-12,1335,97,252,495
GUYRA-SYN-003782,anteater,CAM-028,2024-01-05,1700,881,467,314
GUYRA-SYN-003783,brocket_deer,CAM-026,2024-11-11,1687,351,332,185
GUYRA-SYN-003784,anteater,CAM-042,2024-05-12,420,1001,235,419
GUYRA-SYN-003785,capybara,CAM-041,2024-10-12,47,927,470,100
GUYRA-SYN-003786,anteater,CAM-035,2024-07-10,1671,5,314,483
GUYRA-SYN-003787,brocket_deer,CAM-024,2024-07-28,1783,44,186,122
GUYRA-SYN-003788,anteater,CAM-001,2024-11-23,1889,211,389,187
GUYRA-SYN-003789,anteater,CAM-003,2024-03-06,1580,159,290,497
GUYRA-SYN-003790,tapir,CAM-016,2024-10-02,572,530,377,393
GUYRA-SYN-003791,jaguar,CAM-038,2024-04-06,1840,321,278,198
GUYRA-SYN-003792,puma,CAM-014,2024-03-01,343,501,283,134
GUYRA-SYN-003793,jaguar,CAM-010,2024-06-21,1649,678,276,130
GUYRA-SYN-003794,jaguar,CAM-040,2024-12-08,691,580,268,467
GUYRA-SYN-003795,capybara,CAM-003,2024-04-28,829,1032,383,386
GUYRA-SYN-003796,tapir,CAM-045,2024-04-20,396,502,198,183
GUYRA-SYN-003797,tapir,CAM-016,2024-07-06,1212,873,167,103
GUYRA-SYN-003798,anteater,CAM-002,2024-06-19,1529,472,162,164
GUYRA-SYN-003799,tapir,CAM-049,2024-05-03,331,117,327,499
GUYRA-SYN-003800,tapir,CAM-049,2024-10-13,641,274,128,160
GUYRA-SYN-003801,puma,CAM-016,2024-08-13,405,154,346,335
GUYRA-SYN-003802,tapir,CAM-038,2024-06-09,327,134,107,296
GUYRA-SYN-003803,puma,CAM-039,2024-05-21,190,416,329,275
GUYRA-SYN-003804,anteater,CAM-007,2024-10-05,370,810,328,138
GUYRA-SYN-003805,capybara,CAM-015,2024-02-16,762,475,469,305
GUYRA-SYN-003806,puma,CAM-028,2024-05-16,652,309,441,360
GUYRA-SYN-003807,capybara,CAM-026,2024-05-13,210,290,459,113
GUYRA-SYN-003808,anteater,CAM-028,2024-02-15,1656,468,113,102
GUYRA-SYN-003809,anteater,CAM-038,2024-03-22,1519,550,261,170
GUYRA-SYN-003810,tapir,CAM-004,2024-04-06,1444,216,132,281
GUYRA-SYN-003811,capybara,CAM-015,2024-06-12,20,650,148,238
GUYRA-SYN-003812,puma,CAM-047,2024-03-04,1191,215,253,221
GUYRA-SYN-003813,capybara,CAM-004,2024-09-28,904,993,402,336
GUYRA-SYN-003814,capybara,CAM-009,2024-05-15,1239,259,291,454
GUYRA-SYN-003815,capybara,CAM-017,2024-03-05,191,1027,379,220
GUYRA-SYN-003816,capybara,CAM-017,2024-11-26,1383,658,458,376
GUYRA-SYN-003817,jaguar,CAM-038,2024-03-24,1899,15,254,495
GUYRA-SYN-003818,anteater,CAM-031,2024-08-02,883,1009,424,295
GUYRA-SYN-003819,anteater,CAM-013,2024-04-08,1551,348,401,401
GUYRA-SYN-003820,anteater,CAM-028,2024-06-04,733,117,184,274
GUYRA-SYN-003821,brocket_deer,CAM-046,2024-09-22,593,887,240,129
GUYRA-SYN-003822,anteater,CAM-022,2024-11-17,1608,735,476,369
GUYRA-SYN-003823,anteater,CAM-013,2024-12-18,351,656,458,323
GUYRA-SYN-003824,capybara,CAM-031,2024-03-13,1614,352,109,478
GUYRA-SYN-003825,anteater,CAM-018,2024-07-16,256,344,285,256
GUYRA-SYN-003826,puma,CAM-050,2024-11-28,653,764,141,399
GUYRA-SYN-003827,brocket_deer,CAM-011,2024-09-06,353,375,279,104
GUYRA-SYN-003828,jaguar,CAM-035,2024-03-12,1493,830,186,487
GUYRA-SYN-003829,tapir,CAM-029,2024-03-18,842,386,401,489
GUYRA-SYN-003830,tapir,CAM-012,2024-11-01,185,347,183,225
GUYRA-SYN-003831,tapir,CAM-006,2024-05-19,1174,358,404,105
GUYRA-SYN-003832,jaguar,CAM-039,2024-12-21,855,807,187,455
GUYRA-SYN-003833,brocket_deer,CAM-003,2024-03-14,816,0,234,275
GUYRA-SYN-003834,jaguar,CAM-038,2024-06-14,397,379,134,344
GUYRA-SYN-003835,tapir,CAM-042,2024-01-01,1468,474,414,138
GUYRA-SYN-003836,jaguar,CAM-048,2024-02-19,449,503,289,490
GUYRA-SYN-003837,puma,CAM-035,2024-10-06,275,328,252,337
GUYRA-SYN-003838,jaguar,CAM-006,2024-10-08,782,11,455,123
GUYRA-SYN-003839,brocket_deer,CAM-002,2024-09-05,944,995,437,119
GUYRA-SYN-003840,tapir,CAM-026,2024-05-13,227,856,128,342
GUYRA-SYN-003841,brocket_deer,CAM-009,2024-07-10,447,1076,465,281
GUYRA-SYN-003842,jaguar,CAM-001,2024-10-11,467,948,188,202
GUYRA-SYN-003843,tapir,CAM-028,2024-02-15,1691,871,437,175
GUYRA-SYN-003844,puma,CAM-044,2024-02-07,1776,405,310,158
GUYRA-SYN-003845,jaguar,CAM-042,2024-10-09,579,190,322,253
GUYRA-SYN-003846,puma,CAM-013,2024-12-04,796,714,241,247
GUYRA-SYN-003847,jaguar,CAM-048,2024-04-15,365,950,340,437
GUYRA-SYN-003848,brocket_deer,CAM-034,2024-06-16,860,64,316,454
GUYRA-SYN-003849,puma,CAM-017,2024-10-10,368,92,242,319
GUYRA-SYN-003850,jaguar,CAM-031,2024-06-28,696,204,361,381
GUYRA-SYN-003851,brocket_deer,CAM-002,2024-02-27,1733,1012,417,415
GUYRA-SYN-003852,anteater,CAM-013,2024-03-10,1428,374,121,186
GUYRA-SYN-003853,tapir,CAM-036,2024-04-15,630,546,495,236
GUYRA-SYN-003854,jaguar,CAM-050,2024-08-06,448,550,276,319
GUYRA-SYN-003855,tapir,CAM-013,2024-09-27,796,523,329,391
GUYRA-SYN-003856,jaguar,CAM-011,2024-06-28,600,757,481,215
GUYRA-SYN-003857,brocket_deer,CAM-049,2024-03-14,1145,84,243,452
GUYRA-SYN-003858,brocket_deer,CAM-012,2024-04-17,888,545,132,434
GUYRA-SYN-003859,jaguar,CAM-001,2024-10-11,465,1025,272,420
GUYRA-SYN-003860,tapir,CAM-031,2024-12-09,357,187,300,471
GUYRA-SYN-003861,tapir,CAM-016,2024-06-25,1208,32,116,397
GUYRA-SYN-003862,puma,CAM-031,2024-09-03,536,875,125,256
GUYRA-SYN-003863,brocket_deer,CAM-042,2024-11-14,1509,192,250,213
GUYRA-SYN-003864,brocket_deer,CAM-033,2024-09-09,564,434,334,126
GUYRA-SYN-003865,brocket_deer,CAM-047,2024-07-03,1110,924,433,279
GUYRA-SYN-003866,brocket_deer,CAM-017,2024-07-28,957,269,447,298
GUYRA-SYN-003867,puma,CAM-026,2024-09-26,1845,137,288,437
GUYRA-SYN-003868,tapir,CAM-045,2024-02-17,763,1059,482,411
GUYRA-SYN-003869,anteater,CAM-003,2024-01-05,927,973,456,185
GUYRA-SYN-003870,anteater,CAM-008,2024-01-25,1058,630,271,120
GUYRA-SYN-003871,capybara,CAM-030,2024-11-27,1715,788,110,248
GUYRA-SYN-003872,puma,CAM-024,2024-07-25,1806,877,117,272
GUYRA-SYN-003873,jaguar,CAM-015,2024-12-08,909,546,317,403
GUYRA-SYN-003874,anteater,CAM-016,2024-04-01,811,989,430,325
GUYRA-SYN-003875,capybara,CAM-014,2024-01-27,828,964,458,161
GUYRA-SYN-003876,anteater,CAM-009,2024-03-24,375,861,310,343
GUYRA-SYN-003877,anteater,CAM-042,2024-05-25,166,33,494,362
GUYRA-SYN-003878,brocket_deer,CAM-033,2024-11-17,882,673,211,357
GUYRA-SYN-003879,tapir,CAM-044,2024-10-26,1692,95,298,341
GUYRA-SYN-003880,puma,CAM-037,2024-07-07,623,346,456,363
GUYRA-SYN-003881,capybara,CAM-040,2024-09-25,986,818,112,479
GUYRA-SYN-003882,tapir,CAM-041,2024-06-28,44,619,392,170
GUYRA-SYN-003883,puma,CAM-008,2024-12-15,120,537,431,387
GUYRA-SYN-003884,brocket_deer,CAM-049,2024-12-25,159,822,449,470
GUYRA-SYN-003885,brocket_deer,CAM-002,2024-07-13,421,382,131,490
GUYRA-SYN-003886,jaguar,CAM-026,2024-03-19,1906,30,342,198
GUYRA-SYN-003887,anteater,CAM-038,2024-03-25,1714,1042,415,141
GUYRA-SYN-003888,capybara,CAM-037,2024-09-06,1004,245,387,178
GUYRA-SYN-003889,brocket_deer,CAM-045,2024-06-25,417,477,337,146
GUYRA-SYN-003890,brocket_deer,CAM-048,2024-01-18,866,630,412,234
GUYRA-SYN-003891,puma,CAM-026,2024-10-10,323,61,205,467
GUYRA-SYN-003892,capybara,CAM-038,2024-09-22,1361,480,144,445
GUYRA-SYN-003893,puma,CAM-021,2024-05-22,1310,39,157,244
GUYRA-SYN-003894,tapir,CAM-050,2024-10-20,857,920,113,294
GUYRA-SYN-003895,anteater,CAM-012,2024-02-20,696,899,197,101
GUYRA-SYN-003896,tapir,CAM-017,2024-10-17,332,556,218,387
GUYRA-SYN-003897,anteater,CAM-048,2024-05-22,1610,502,127,457
GUYRA-SYN-003898,puma,CAM-045,2024-11-27,1516,154,338,471
GUYRA-SYN-003899,anteater,CAM-008,2024-07-16,1028,11,297,424
GUYRA-SYN-003900,brocket_deer,CAM-042,2024-05-22,454,233,275,430
GUYRA-SYN-003901,anteater,CAM-038,2024-01-04,777,517,495,397
GUYRA-SYN-003902,capybara,CAM-043,2024-03-28,1339,1046,147,268
GUYRA-SYN-003903,jaguar,CAM-013,2024-08-25,94,234,343,127
GUYRA-SYN-003904,anteater,CAM-010,2024-07-21,611,87,328,124
GUYRA-SYN-003905,puma,CAM-002,2024-09-21,1104,64,365,427
GUYRA-SYN-003906,jaguar,CAM-030,2024-03-13,307,339,407,312
GUYRA-SYN-003907,anteater,CAM-012,2024-11-28,1577,606,253,369
GUYRA-SYN-003908,tapir,CAM-049,2024-01-22,1742,39,334,175
GUYRA-SYN-003909,anteater,CAM-033,2024-11-19,694,376,428,431
GUYRA-SYN-003910,brocket_deer,CAM-041,2024-05-03,154,858,376,101
GUYRA-SYN-003911,brocket_deer,CAM-038,2024-11-04,1472,788,156,187
GUYRA-SYN-003912,brocket_deer,CAM-026,2024-07-05,31,67,371,168
GUYRA-SYN-003913,jaguar,CAM-016,2024-10-04,934,116,425,487
GUYRA-SYN-003914,puma,CAM-027,2024-04-22,1845,541,243,237
GUYRA-SYN-003915,puma,CAM-021,2024-10-13,1290,376,428,229
GUYRA-SYN-003916,tapir,CAM-034,2024-11-27,1792,992,103,141
GUYRA-SYN-003917,puma,CAM-001,2024-12-24,604,292,252,183
GUYRA-SYN-003918,capybara,CAM-024,2024-04-14,1221,38,399,146
GUYRA-SYN-003919,puma,CAM-015,2024-08-12,509,18,193,382
GUYRA-SYN-003920,tapir,CAM-037,2024-08-13,1685,120,227,412
GUYRA-SYN-003921,brocket_deer,CAM-042,2024-08-01,270,601,224,292
GUYRA-SYN-003922,tapir,CAM-009,2024-12-10,86,720,281,213
GUYRA-SYN-003923,capybara,CAM-049,2024-07-09,1026,162,458,372
GUYRA-SYN-003924,brocket_deer,CAM-024,2024-05-22,33,497,304,459
GUYRA-SYN-003925,tapir,CAM-033,2024-09-05,243,721,467,391
GUYRA-SYN-003926,brocket_deer,CAM-032,2024-04-17,756,566,464,304
GUYRA-SYN-003927,brocket_deer,CAM-010,2024-04-05,472,876,119,295
GUYRA-SYN-003928,brocket_deer,CAM-030,2024-10-25,1279,835,245,399
GUYRA-SYN-003929,jaguar,CAM-009,2024-06-19,635,992,441,189
GUYRA-SYN-003930,puma,CAM-048,2024-01-09,380,1074,298,194
GUYRA-SYN-003931,puma,CAM-027,2024-10-20,263,22,296,313
GUYRA-SYN-003932,brocket_deer,CAM-005,2024-08-19,1194,835,190,196
GUYRA-SYN-003933,tapir,CAM-025,2024-10-19,1860,316,401,477
GUYRA-SYN-003934,anteater,CAM-047,2024-09-08,441,656,484,383
GUYRA-SYN-003935,capybara,CAM-031,2024-07-18,1054,950,463,353
GUYRA-SYN-003936,brocket_deer,CAM-040,2024-03-12,1876,888,106,254
GUYRA-SYN-003937,jaguar,CAM-016,2024-05-17,353,100,367,228
GUYRA-SYN-003938,anteater,CAM-016,2024-02-11,409,388,491,406
GUYRA-SYN-003939,jaguar,CAM-010,2024-03-13,20,60,102,134
GUYRA-SYN-003940,tapir,CAM-020,2024-01-21,1348,955,304,175
GUYRA-SYN-003941,anteater,CAM-047,2024-12-03,1622,624,479,433
GUYRA-SYN-003942,capybara,CAM-015,2024-01-28,582,144,211,253
GUYRA-SYN-003943,jaguar,CAM-002,2024-04-17,1662,1015,264,177
GUYRA-SYN-003944,capybara,CAM-035,2024-08-05,67,890,429,267
GUYRA-SYN-003945,capybara,CAM-025,2024-05-06,1520,277,251,105
GUYRA-SYN-003946,tapir,CAM-040,2024-12-21,309,113,365,193
GUYRA-SYN-003947,puma,CAM-022,2024-04-01,1167,992,318,319
GUYRA-SYN-003948,anteater,CAM-007,2024-10-09,1144,820,164,391
GUYRA-SYN-003949,anteater,CAM-003,2024-11-28,757,823,373,167
GUYRA-SYN-003950,jaguar,CAM-006,2024-08-22,746,503,421,101
GUYRA-SYN-003951,brocket_deer,CAM-040,2024-07-14,205,1077,320,392
GUYRA-SYN-003952,tapir,CAM-031,2024-03-25,1565,594,103,258
GUYRA-SYN-003953,puma,CAM-020,2024-08-09,246,334,262,215
GUYRA-SYN-003954,jaguar,CAM-043,2024-04-16,1352,646,307,149
GUYRA-SYN-003955,jaguar,CAM-004,2024-08-16,1015,402,428,186
GUYRA-SYN-003956,jaguar,CAM-032,2024-06-02,462,858,144,487
GUYRA-SYN-003957,anteater,CAM-049,2024-11-06,92,300,455,270
GUYRA-SYN-003958,anteater,CAM-048,2024-10-20,1479,145,402,201
GUYRA-SYN-003959,anteater,CAM-031,2024-04-07,941,82,197,252
GUYRA-SYN-003960,capybara,CAM-012,2024-05-28,635,563,329,246
GUYRA-SYN-003961,anteater,CAM-039,2024-01-25,554,1010,320,113
GUYRA-SYN-003962,brocket_deer,CAM-048,2024-09-14,1773,263,496,215
GUYRA-SYN-003963,tapir,CAM-005,2024-01-23,1714,963,311,264
GUYRA-SYN-003964,jaguar,CAM-050,2024-10-03,1610,965,422,117
GUYRA-SYN-003965,capybara,CAM-036,2024-06-03,989,489,436,185
GUYRA-SYN-003966,anteater,CAM-038,2024-06-03,548,720,296,198
GUYRA-SYN-003967,tapir,CAM-003,2024-10-27,150,725,360,100
GUYRA-SYN-003968,tapir,CAM-023,2024-09-24,161,195,264,331
GUYRA-SYN-003969,tapir,CAM-018,2024-12-26,1268,803,442,287
GUYRA-SYN-003970,puma,CAM-039,2024-11-04,1887,815,124,431
GUYRA-SYN-003971,brocket_deer,CAM-031,2024-01-02,583,23,400,225
GUYRA-SYN-003972,jaguar,CAM-046,2024-05-11,1828,638,160,376
GUYRA-SYN-003973,tapir,CAM-002,2024-04-20,1890,306,191,141
GUYRA-SYN-003974,anteater,CAM-002,2024-11-07,1205,783,301,493
GUYRA-SYN-003975,puma,CAM-050,2024-12-24,81,488,363,290
GUYRA-SYN-003976,anteater,CAM-036,2024-07-22,570,43,437,327
GUYRA-SYN-003977,anteater,CAM-035,2024-01-05,802,658,180,411
GUYRA-SYN-003978,capybara,CAM-022,2024-02-13,578,895,463,407
GUYRA-SYN-003979,puma,CAM-014,2024-12-08,701,855,167,202
GUYRA-SYN-003980,jaguar,CAM-013,2024-10-15,614,539,110,357
GUYRA-SYN-003981,anteater,CAM-004,2024-07-16,87,1035,468,409
GUYRA-SYN-003982,anteater,CAM-031,2024-01-20,344,84,447,466
GUYRA-SYN-003983,jaguar,CAM-039,2024-12-20,189,577,213,140
GUYRA-SYN-003984,jaguar,CAM-013,2024-11-28,1864,297,299,293
GUYRA-SYN-003985,jaguar,CAM-007,2024-06-18,564,693,387,124
GUYRA-SYN-003986,tapir,CAM-011,2024-07-08,381,244,157,404
GUYRA-SYN-003987,capybara,CAM-026,2024-01-10,931,325,175,109
GUYRA-SYN-003988,tapir,CAM-015,2024-10-16,1388,14,343,344
GUYRA-SYN-003989,tapir,CAM-024,2024-12-09,606,983,471,457
GUYRA-SYN-003990,jaguar,CAM-035,2024-11-22,1582,281,427,200
GUYRA-SYN-003991,jaguar,CAM-029,2024-02-10,799,150,416,393
GUYRA-SYN-003992,tapir,CAM-047,2024-04-19,557,862,348,298
GUYRA-SYN-003993,brocket_deer,CAM-009,2024-07-06,508,669,459,488
GUYRA-SYN-003994,anteater,CAM-025,2024-01-12,475,27,170,483
GUYRA-SYN-003995,brocket_deer,CAM-005,2024-12-18,616,33,166,291
GUYRA-SYN-003996,brocket_deer,CAM-036,2024-08-01,442,795,364,305
GUYRA-SYN-003997,jaguar,CAM-022,2024-01-13,484,85,302,302
GUYRA-SYN-003998,puma,CAM-028,2024-01-12,90,264,474,371
GUYRA-SYN-003999,capybara,CAM-006,2024-11-21,878,544,104,419
GUYRA-SYN-004000,anteater,CAM-038,2024-02-01,1760,443,400,122
GUYRA-SYN-004001,anteater,CAM-008,2024-03-02,1649,485,427,114
GUYRA-SYN-004002,puma,CAM-024,2024-03-01,1245,537,273,180
GUYRA-SYN-004003,capybara,CAM-013,2024-08-25,759,957,456,405
GUYRA-SYN-004004,tapir,CAM-015,2024-02-19,1329,382,300,121
GUYRA-SYN-004005,jaguar,CAM-040,2024-12-18,881,88,168,337
